0.005970208,0.1630782,0.1599511,0.9619842,0.1342287,0.8597727,-0.6256021,-0.4160541,0.09744699,-0.3954003,0.0742441,-0.0107792,0.2705832,0.1930734,-0.2654171,0.6165479,-0.228039,0.08089279,0.1120017,-0.3431406,0.6347092,0.3333813,-0.1996841,0.09651701,0.2667413,-0.1295756,0.5706579,-0.4082753,0.7665962,-0.03085247,0.4241165,-0.1954838
0.4946816,-0.6208116,-0.2107221,-0.2526297,0.2073179,-0.5553936,-0.4237531,0.1420009,-0.3556252,0.3911547,0.1731153,-0.3692363,-0.2397976,0.3243681,-0.1657907,0.9983831,-0.1024738,0.1699476,-0.3290693,-0.1757468,0.4214975,0.05496688,-0.2874929,0.6324995,-0.4735604,0.8670661,0.8214666,-0.2726747,0.5994843,-0.6906816,0.3400594,0.124844
0.5864581,-0.4283906,0.4170623,-0.3788192,0.07298213,-0.1470999,-0.7635979,0.2060038,-0.2212684,-0.07223524,0.1020328,-0.03833395,-0.1520078,0.160692,-0.6915843,-0.03060121,-0.1163847,0.007440452,0.02484455,-0.2143146,-0.1915431,-0.03723374,-0.1492798,0.02273332,-0.3943353,-0.1399392,-0.1870897,0.1570697,-0.4791129,-0.6658387,0.2790141,-0.05666811
0.1289926,-0.2485975,0.5527279,0.0440867,0.2319303,0.1696708,-0.2322064,-0.05554375,-0.433284,0.5695562,0.2264431,0.5445864,-0.1672895,-0.06584814,0.1135872,0.3216175,-0.2178318,0.1037977,0.07747506,0.02594369,0.4778644,0.1224294,-0.2415451,-0.4023731,0.1844717,0.390185,0.3274647,-0.01074068,-0.06559052,-0.3096129,-0.3548581,0.4836816
-0.4382257,0.1642412,0.3000877,0.3567621,-0.05943504,0.1840923,-0.2735469,-0.07341808,0.457626,-0.5085487,0.1189641,-0.2087543,-0.1044643,-0.1759371,0.1559335,0.8665394,-0.2860184,0.08030894,0.009144268,-0.5032015,0.4006779,0.001026707,-0.2817538,-0.3338833,-0.02260934,0.6070417,0.5843397,0.1306254,0.02300566,0.1397245,0.6828496,-0.2524257
0.3361093,0.3117144,0.3241663,-0.0959987,-0.4952521,0.1406529,0.04757984,-0.01356996,-0.00320134,-0.3017403,0.2012114,0.1394891,0.1474756,-0.2597053,0.1667326,0.136044,-0.2216751,0.2693101,0.4931316,-0.2864975,0.5497794,-0.1553667,-0.08518305,-0.2737776,0.4530121,0.1220193,0.3699141,-0.2773117,-0.249125,0.20306,-0.1398335,0.2030346
-0.2907804,1.144174,-0.8759766,0.6725171,-0.00743571,0.2780489,0.193116,-0.6824149,-0.07913548,0.2160585,0.04296136,-0.358307,0.1852058,0.2010989,0.5606039,0.1763784,0.3029871,0.08825763,0.1025843,-0.4096486,0.4606012,-0.09174942,0.2316638,-0.6656376,-0.4065697,-0.4267662,0.3411313,-0.329007,0.3597917,0.3885344,0.5666233,-0.6000409
0.4183957,0.1184582,0.3227909,-0.1540123,-0.2195233,-0.01413918,0.1250573,-0.5200311,-1.061073,-0.4329938,-0.1118459,-0.7923937,0.3583158,-0.4745538,0.08467302,0.2186835,-0.3409893,-0.01986354,0.1656724,0.08875062,-0.6253924,-0.1616692,-0.1880053,-0.1586503,-0.6722639,-0.2026125,0.1422743,-0.5967679,-0.244666,0.3242676,0.8052344,-0.03733372
-0.2621118,0.4846694,0.7101795,-0.1976477,0.1309587,-0.5970843,-0.6610961,0.0232101,-0.01545295,0.2837762,-0.04227211,0.8547173,0.0538182,-0.1207824,-0.8653793,0.2491171,-0.06758335,0.1262906,0.3572652,-0.2895559,-0.7258365,0.1144221,-0.1292185,0.2435417,-0.5303774,-0.1003727,0.3232134,-0.4986401,0.7668226,0.1426526,-0.1565843,0.3186097
-0.3704101,0.6997977,0.03631017,-0.4299691,-0.7610475,-0.1835413,-0.7559446,0.1190596,0.4387141,0.09167124,-0.1010394,0.2089223,-0.1975638,-0.06675504,-0.6388392,-0.2035015,0.1891499,-0.06950682,-0.1034957,-0.6296211,-0.2085448,-0.5527369,0.1259372,0.3488405,0.1933213,0.04030579,-0.3413573,-0.3673982,-0.3911623,0.2003,0.1234685,0.3869938
-1.063912,0.3987639,0.3191988,-0.7126541,0.2315082,-0.5441294,-0.6307765,0.2921011,0.352398,0.0034574,-0.05579389,0.4725301,-0.4191818,-0.03915198,-0.4795527,-0.358264,0.185644,-0.0422852,0.2754278,0.3336992,-0.5740961,0.4196039,0.2004455,0.4586977,-0.2948225,0.1010649,-0.117847,0.2719036,-0.1533826,0.2200646,-0.7521241,0.02422396
0.01094583,0.4114991,-0.0465494,0.382466,-0.1268709,-0.03398041,-0.06232926,0.1671299,0.3402149,-0.2351534,-0.1945769,-0.04619109,-0.312926,0.5728461,-0.08253173,0.1155427,0.4830115,-0.303176,-0.4284205,-0.2849807,-0.5956588,-0.5833563,0.4471739,0.2361508,0.279759,-0.1279694,-0.8878983,-0.2974927,-0.9162658,0.09272293,0.1575584,-0.7022702
-0.1616339,-0.4340848,-0.427614,0.3828292,0.1057875,0.527812,0.3604675,0.3704001,-0.06721147,-0.1582365,-0.0498826,-0.7739856,-0.1708645,-0.1562989,0.1885474,0.1332448,-0.01956601,-0.1302403,-0.3086703,-0.2667293,-0.8113827,0.005356519,-0.0810165,-0.04340684,-0.04667133,-0.05906937,0.2477286,0.1225429,0.2809336,0.5542743,0.3512816,-0.2508607
-0.0827233,-0.506036,0.008916127,-0.0898082,0.3065474,-0.4693546,1.015039,0.4901211,-0.0857169,0.9218258,-0.006575841,0.2393515,0.7302826,0.2335825,-0.04380817,-0.02481568,0.2409326,0.05829952,-0.2918391,0.08338562,-0.6491253,0.5739249,0.2336645,0.4959667,0.03274211,-0.3434483,0.6039901,-0.2704651,0.6532887,0.02450754,0.6035684,0.05337821
0.03412778,-0.7570502,0.1874395,-0.2701772,-0.1147735,-0.1363054,-0.4237406,0.0498165,-0.190534,-0.08260256,-0.04601832,0.5771786,0.4503509,0.4434673,-0.6901695,-0.5628539,0.1824767,-0.1796209,-0.4474212,-0.1032991,0.07485998,0.1738372,0.06649525,-0.08873358,-0.2784846,-0.3175594,-0.2814083,-0.00327061,-0.3445467,-0.1287779,0.04118051,0.9073181
