0.0354424,-2.452233,1.347904e-38,1.575177,1.661226,0.4851718,0.8345717,-0.2805243
-0.0644177,-0.01703794,-0.01419121,-2.769071,-3.098891,-0.03488871,-0.1241643,-0.01389407
-0.05964955,-0.01361156,-0.001245394,-2.934733,-3.108801,-0.01632542,-0.09302624,-0.01148135
-4.99633e-41,6.103215e-41,5.567359e-42,-7.649688e-42,1.794223e-40,1.167057e-40,-5.313303e-41,-3.935266e-41
0.03353778,-2.495935,3.262541e-32,1.290944,1.276874,0.4531409,0.8859513,-0.2822111
0.2419504,-4.187703,0.1046713,0.2953041,-0.2062046,0.670234,1.194272,-0.9929959
-0.1183608,-0.04427169,0.0560781,-1.484873,-1.450108,-1.092352,-1.494514,0.5478354
0.2535638,-0.02813325,-0.161242,-2.989989,-3.110316,-0.0158432,0.004984631,0.02278066
0.2500632,-3.64167,0.06785849,-0.6265512,-0.9340732,-0.07127667,-0.1189367,-0.5075396
0.04227322,-2.404615,-2.245367e-38,1.631326,1.699886,0.5215161,0.8739539,-0.2907682
-0.1588834,0.175958,-0.01822018,-1.185517,-1.132933,-0.8274959,-1.312823,0.6433336
0.3588599,-3.422186,0.09186967,0.01787119,-0.4051992,0.4741897,0.5047199,-1.090787
-0.1737771,0.3458979,-0.01757453,0.6085653,0.7675698,-1.153921,-1.104731,0.5352837
-0.1894545,-0.07135426,-0.06431265,-1.701458,-1.642944,-0.1819264,-1.556888,-0.03169703
0.3303125,-0.01930954,0.4420762,-2.024549,-1.963804,-0.01216594,-1.82913,0.05592577
0.2483745,-2.861317,0.06886652,0.9870647,0.5821122,0.3819093,0.8588903,-0.9822493
